reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,Product_Category
AXAJXJZUL2J5P,B00002N6AN,D. Scott,"[365, 406]","I've had my Raintrain for a little over a year now.  I was initially very enthusiastic about it, but over time, I grew less satisfied with it.Pros:>For some reason, it's mesmerizing to watch.  After I get it set up, I always watch for a few moments to make sure the water throw is adjusted properly, and then I find myself watching it longer than necessary.  There's just something cool and relaxing about how the arms spin and the wheels turn and how it slowly moves along.  From talking to some other people who own this and similar products, ""sprinkler watching"" seems to be a common phenomenon.>The coarse spray is ideal for use in windy areas.  You'll get a lot less drift and evaporation using this than you would with a finer-droplet sprinkler.>The adjustability is impressive.  I have a long, 4-foot swatch of grass that would be difficult to water with most other sprinklers, but on the Raintrain, I can point the arms way down and keep the water where I want it.  But I can also point the arms way up and throw the water for at least 50 feet.>It's quiet.  The only sound it makes is the water hitting the grass.>The shut-off feature is very handy and worked quite well (initially).>It stands up well to neglect.  I left both my sprinkler and the stop block sitting outside in the sun and snow all winter, and come spring, they seemed no worse for wear.  Also, you are supposed to disconnect the sprinkler and let it drain after each use, and I've never done that, with no apparent effect yet.Cons:>This thing is really heavy, as it needs to be, but when you're hauling it out to the north forty (okay, the back of a 6500-square-foot lawn), it's a little cumbersome.>The hose connection is awkwardly placed.  It's in the somewhat narrow space at the back between the wheels, so I find it a little difficult to get a good grip on the connector.  There are also two inexplicable protrusions in the body of the sprinkler right next to the connector, and this makes it even harder to grip.  This is why I never drain my sprinkler like I'm supposed to; I hate connecting it.>The connector always leaks, even after I put in a gasket, and the hose sometimes loosens while it's traveling.>Getting the water to throw just the right distance is a pain.  You have to turn on the water, see where it's throwing, turn it off, walk out to the sprinkler, adjust the arms, walk back to the faucet, turn it on, see if that's right, and then repeat until you have it where you want it, which might involve several tries.>The water is thrown in a circle, but only to the outside of the circle.  This is easily seen if you have the sprinkler set where it will be thrown on concrete.  You can see the arc of the circle and the dry area inside it.  The way the Raintrain gets all the ground covered is by advancing this outline through the yard.  For this reason, the stationary setting on the sprinkler is useless.  It will water the outline of the circle only.>Because of the circle outline problem, the area at the beginning and end of the course will get half as much water as the rest of the yard (the beginning of the course will only be hit by the trailing edge of the circle, and the end of the course will only be hit by the front edge).  To compensate for this, I turn off the water, pick up the Raintrain, and move it back at both the beginning and end so that the areas get covered by the half circle twice.  This creates a lot of extra work for what I was hoping would be a labor-saver.>I found that the Raintrain doesn't deliver nearly as much water as it says it will.  The farther you throw the water, the less depth of water you'll put out (because the same amount of water is being spread out over a bigger area), but when I had the arms adjusted for a pretty narrow path, I only measured about a quarter inch of water (even on ""low gear,"" which makes it travel more slowly).  This likely explains why I've struggled so much with keeping my lawn green since I got the Raintrain.  With stationary sprinklers, you can leave them running as long as necessary to achieve the water delivery you need.  But with the Raintrain, if you need more water than it delivers, your only option is to lay out the hose again and start it over, which is a lot of extra work.>While the sprinkler seems overall pretty solid and durable, I knocked a big chip of paint off the ""nose"" when I set it up on end to attach the hose, and the bare spot rusted immediately.>Laying out the hose for a straight line is simple, but if you want to do any curves, it takes a lot of practice and trial and error to create a path that won't make the Raintrain ""jump the track.""  The tightness of curve it can handle depends on several factors, such as the height and density of the grass, the softness of the ground, and any small bits of yard debris the wheels might go over.>The stop valve on the underside (which is triggered by the stop block) stopped working on mine during its second season.  Now when it runs over the stop block, it slows down, and the arms start turning more slowly, but it doesn't actually stop.  This greatly reduced the handiness of the Raintrain for me.Overall, this is a fun sprinkler, and it has its uses, but I've decided to try something else this summer.  The Raintrain is just too cumbersome and time-consuming to set up for my particular needs.",3,"Fun and functional, but a lot of work",1183420800,"07 3, 2007",Patio Garden
A1EH2S92FHWZRP,B00002N6AN,Just a guy,"[0, 0]","This looks like it will be a great piece of equipment.  I've used it a couple of times so far and have been impressed.  The only problem is if it hits a soft area of the yard, the wheels can sink in and it gets stuck.  You certainly can't just set it and forget it.  It needs to be babysat every half hour or so to ensure it is still moving.",4,Works as advertised,1209081600,"04 25, 2008",Patio Garden
A1D74YWB3PF5PU,B00002N6AN,"Mr. Ellis ""Matthew""","[0, 0]","This sprinkler seemed to be a perfect fit for what I needed but unfortunately I had to return it.I have about 4500 square feet of grass including backyard and my yard is someone weird shaped, so I figured this sprinkler would work well for me.My first complain is its very slow so I am unable to track how much water this is really consuming. I am a college student and stay at home dad, I don't have the money for a high water bill.Second complain is that's it a heavy piece of metal and I don't understand why it needs to be so heavy. I don't mind lifting weights but I don't wanna lift while I'm working in my grass, this is an expensive sprinkler and I'm not leaving it outside at night so carrying this inside every night is somewhat of a hassle.Pros- I like the coverage it gets, it covers a lot of space and it left me having to only use it a few feet of hose.Setup was pretty simple, I can recall a few times adjusting the sprayers and running off getting my pants soaked lolOverall I give it a B- I think you should just stick with your regular sprinkler, save yourself the hassle and skip this purchase",3,Close but no Cigar,1375401600,"08 2, 2013",Patio Garden
A1FXY0GUFHEI59,B00002N6AN,reg,"[0, 0]","I remember my dad using a sprinkler like this when I was a kid (I'm 61).  We are in the middle of a drought here in Texas and I was tired of having to move the sprinkler and thought this would solve my problem.  First of all, this is a VERY heavy sprinkler and is awkward to pick up and move.  If you have any trouble lifting heavy objects, get something else.  It has to be moved.  You can't drag it and you can't turn it around and make it go the other direction.  I have found I have to check on it as often, if not more often, than I was moving my oscillating sprinkler.  First, it jumped off the hose/track and was climbing the fence.  Then, it kinked the hose and cut off the water.  Finally, it dug itself a hole and had mud all over the back wheels.  Tried it another time and it just stopped spraying water.  No kink this time, checked the button on the bottom, couldn't get it going again.  I went back to my oscillating sprinkler.  At least it's easy to move around.  I think you need to use this on a very flat, very straight lawn.  Mine is bumpy and I need it to make a couple of gentle curves.  It didn't work for me.  I like the spray it puts out and would use it as a stationery sprinkler if it weren't so heavy to move.",2,Disappointing,1307577600,"06 9, 2011",Patio Garden
AVBLGXSWRN666,B00002N6AN,S. Jentsch,"[135, 142]","After hearing so much about this unit, and seeing a couple of them in my neighborhood, I decided to give it a try, even though the price was higher than I ever expected to pay for a lawn sprinkler.I now know why so many  people like it.  It is very effective in watering the lawn, without  spraying water high up in the air (less chance for evaporation, and not  affected by wind as much), and it has hands-off operation once you set it  up.Adjusting the spray diameter is easy, and using the hose as a way to  set the travel path for the sprinkler to follow is a great idea.  The  adjustable speed allows you to decide how much water to apply and how much  ground you want to cover in a period of time.Inspecting the yard  afterwards shows that the ground is nicely saturated, and not needing to go  out and move hoses is a welcomed change. This sprinkler is worth the  purchase price!",5,Flexible and effective way to water your lawn,963273600,"07 11, 2000",Patio Garden
A3T7V207KRDE2O,B00002N6AN,SMXSteve,"[1, 2]","Update/Tip: The way our yard is this shoots too large of a swath so I went to Lowes and got a 3 foot piece of 1/2 inch aluminum pipe and made some new arms. I can now get as small as about 2 1/2 feet to around 40 feet. What's cool is that they can be adjusted or I can use combination of any of the arms. For instance, I will use one of the original with one of my new ones. The new one will get the center which the originals don't do that well. I drilled 1/16 inch holes which are plenty large enough. See my photos for a better idea.----------------------------------------------------------Unfortunately it's a little early for us to be watering here in the NW. In fact, we don't always need to water except we set a record last year for something like 80 days straight with no rain. But even in July and August the rain is limited so to keep things green and the garden growing we need to water. Sprinkler systems being too expensive for how often we use them sprinklers like this can be a time saver if they work.I tried it out and it did work. I found I could get down to about a 5 foot width by turning the heads down. But you are limited how far to turn them down or they will hit the tractor.The sprinkler heads need to point a certain direction or it will go backwards...I thought high speed was perfect for my needs. Fast enough I watched it travel 5 feet for my test and it shut off as expected.It does look cool and is fun to watch!Over having to move a sprinkler this really is awesome and compared to a sprinkler system the cost is great. I didn't open it up but if it does indeed have plastic gears how long will it last? As often as I will need it here it may last me a long time. Hopefully a decent investment.",5,Works great but will it last,1365724800,"04 12, 2013",Patio Garden
A2UCZAWAN5QMJQ,B00002N6AN,Tom,"[2, 2]","I own a yard where either the person who planted the trees or the one who ran the irrigation pipes needed a few more lessons about what happens ten years later when that 6' tree becomes a 25 footer and the roots are wrapped around the pipe that was laid 12"" away from it.Because of a variety of issues from shallow topsoil with an uneven granite underlay to existing water/sewer/power lines to heavy tree and root growth, new pipes just aren't in the cards.  Every year I turn on the sprinkler system and start fixing busted pipes and sprinkler heads that have been pushed off by a root.  I've been very lucky so far, I've been able to repair all but one of them.  Once I found myself up to my armpit in a hole not much bigger than my arm, through dense roots where I managed to glue a new pipe piece in.Clearly this sort of stuff takes a lot of time to fix sometimes, and in the meanwhile hand watering my half acre in 100 degree, 0% humidity summers is just a no-go.Enter the Rain Train, because its time to make it rain! :)You lay out a hose path for this, no sharp turns, and only on grass not on pavement or any other type of surface as this may destroy the gears in the unit.  Place the little yellow plastic ramp over the hose where you want it to stop, and insert the metal rod in the ground to hold it.  Turn on the water and set to high or low (high goes faster, disperses less water per square inch) and go do something else for a while.  You can adjust the two spray wands to an angle that gives you the desired coverage, then use the faucet to fine tune it.I have a very hilly yard and after hefting this I was concerned it wouldn't make it uphill, but it appears to move at the same speed regardless of the terrain.  On high you have to stare hard at the wheel spokes for a bit before you can detect movement.  How this works is water comes from the hose into the rear of the unit, then through the two wands which spin, turning a gear that turns the wheels.  Simple and ingenious.I've only had it jump off the hose once, and thats when I made a real hairpin turn to see if it could make it.  Do note that if it jumps the hose it'll go off in some semi-random arc until it runs out of hose.  So while its tempting to set it and go to bed or leave for the day, you might want to check on it once in a while.This is also very handy for those really dry areas where I want to apply a lot of water to a decent sized spot but I dont want to have to remember to keep moving a sprinkler and to turn it off.  This is a nice time and water saver.For those times when I lose a pipe, its also nice to know I have a week or so to fix it and can get the coverage I need from the Rain Train.  This wont ever replace a full sprinkler system, but it'd be fine for watering a really large area that hasn't been fitted with an irrigation system yet, or as I use it for large spot overwatering and temporary irrigation replacement.",5,I love my Rain Train!,1338595200,"06 2, 2012",Patio Garden
A2582KMXLK2P06,B00002N8K3,B. E Jackson,"[16, 24]","It's hard writing a review for this Flexogen garden hose because it has a couple big problems, but something else about it makes up for that one problem. Read on:One thing you have to know- pretty much ANY garden hose you buy will tangle if you don't wrap it the right way. However, some hoses it won't matter if you don't do a good job wrapping it. Unfortunately, others (like this one) are sort of cheap and get knotted easily, so you DO have to take the time to wrap it correctly or else the hose will be damaged over time. I guess if you're not the type of person that wraps the hose when you're done with it (and just leave it sit in the yard) none of this will matter. But in my house we have to wrap the hoses.This means, if you drag the hose across the yard, you might have to go back and straighten out the knots because knots WILL most likely happen. And they will happen in three or four different spots on the hose. To me that's a sign of a bad hose. If one knot occurs that's ok. More than one knot and the hose is bad.However, the one thing that makes up for the knot problem is that I've NEVER had a problem with this hose squirting water where it shouldn't. You see, it's hard for me to say whether this Flexogen hose is bad or good. It has problems, but if you can deal with the knot problem you will have a good hose that will last a long time.I'd say using it just to wash your car isn't a bad idea, but dragging the hose across the yard to rinse off things (and water the garden) IS a bad idea because the knots will continue to occur, so you'll have to keep walking all the way back to where the hose begins to straighten it out.  If you think that's not a problem go ahead and get one.",3,"hmmm, not the best hose in the world",1152748800,"07 13, 2006",Patio Garden
A2VW9MK5TYJNTM,B00002N8K3,combat addict,"[0, 0]","I always like this hose, it's reliable, less prone to kink and stand up a lot better than any other garden hoses I ever bought!",5,the only hose to buy,1378166400,"09 3, 2013",Patio Garden
A2ZJV0MY99ZUOA,B00002N8K3,commonsense....,"[2, 3]","The Gilmour Flexogen is definitely the best hose I've ever had, and they are made in the USA.  Thanks Gilmour!  Mine stay outdoors year round (we have mild winters with only a few freezes per year, but very long, hot summers). They are very durable and don't kink.  I have never had a reason to take advantage of the lifetime warranty, but other reviewers indicate that Glimour makes good on their promise even decades later.  I've noticed a few negative reviews here where the reviewer is mistakenly commenting on a completely different hose.",5,Best Hose Ever,1370563200,"06 7, 2013",Patio Garden
A8WEXFRWX1ZHH,B00002N8K3,"Goldengate ""Goldengate""","[2, 2]","Short review:  This hose is amazing, Made in the USA, tough as nails yet flexible, will not kink EVER, and I love it.  Buy it now.Longer review:I bought a home depot memorial day special hose for $19.95 (same size as this one) and thought ""how different can hoses be?  this one says kink free.""  Three months of hose torture ensued, with me trying various tactics (e.g. only moving hose when it's pressurized) to try to keep it from kinking.  That damn endless kink hose is now in a pile in a garage ready for donation.  It has more kinks in it than a Russian porn movie.  Every time I used it I became more and more frustrated and thought longingly of this twice the price hose.Take my advice, buy this hose, it is worth it.  It's also nice to see it's Made in the USA - at least something is.  Amazing warranty. Even in cooler weather it stays flexible.  Great brass fittings.  They are right, this is the last hose I'll ever buy.  Please, Gilmour, don't try to save on cost in the future - keep this hose just the way it is!Hope this helps.  Did I mention I love this hose?",5,I wish I could rate this ten stars... worth the price.  AMAZING hose!,1375488000,"08 3, 2013",Patio Garden
APC80YXO8LXWE,B00002N8K3,Inez,"[0, 0]",I thought I had already reviewed this hose.  We love it!  It is strong and it attaches easily and smoothly to each other (we bought TWO 100' lengths) without leaking.  I expect these hoses to last us a terrifically long time.,5,Strong and durable,1379462400,"09 18, 2013",Patio Garden
AV866OAD7CRWY,B00002N8K3,Neschie Smith,"[12, 12]","UPDATE:  Originally, I gave this hose 5 stars but after using them (I bought 3) for a while, I've changed my opinion. Yes, the hoses appear to be well made and are lighter weight than my old professional grade rubber hoses, but Flexogens are still heavy. These Flexogen hoses DO kink, and they kink easily. The only way to reduce the kinking is to completely unroll the entire 100 feet of hose from the reel, lay it flat on the grund, and then turn and turn and turn (twist/rotate) it until it lays completely flat -- make sure there are no ""waves"" or loops. I pulled about 50 feet off the hose reel and, holding the end, walked across my yard. I did not stop to twist out the waves and loops that it formed while unrolling. The hose formed 9 kinks! What a pain in the hand, elbow and shoulder to straighten it! This process wastes time.The second problem is after I screw on my hose wand and turn on the water, this hose becomes unwieldy. The hose turns so that my wand is upside down. It requires a LOT of effort to twist the hose and hold it so the wand sprays downward--requires using both hands. Fighting this hose is painful, very tiring and aggravating.When you rewind it onto a hose reel, the hose twists and turns, causing it to again form waves and loops, which become kinks. Again, you have to twist, rotate, etc. to get all the waves/loops out so the hose lays flat and straight on the ground. As you reel it in, you have to stop and repeat the process. My old commercial-grade hose never did anything like this. You can buy the professional/commercial grade hoses (100 ft) at big box stores and clubs for about $25. Don't buy the Flexogen.Due to age and arthritis in my hands, I needed to replace my heavy, rubber commercial-grade garden hoses with lighter weight, easier-to-maneuver hoses. I was barely able to wind the old rubber hoses on the hose reel or drag them around the yard. After reading reviews on Amazon and other places for garden hoses, I chose this hose. I'm glad I did. While it's still heavy, it weighs considerably less than my commercial-grade rubber hose. It's easier to wind on the reel and easier to drag around the yard.The Amazon description calls this a ""lightweight"" hose. It is NOT  light. It's substantial. I found a local store that  had this hose in 25-, 50- and 75-ft lengths. I was able to lift each and compare to heavy duty hoses of the same length. I couldn't feel much of a difference, so I definitely would call this a medium- to heavy-weight hose (but lighter than my rubber one).This hose is easier to handle than my old rubber ones because it's more flexible. (I suspect that my old hoses have stiffened over the years.)I've only used one (I bought 3 of these) for about 1.5 weeks. It's been too hot, too muggy and too rainy to use it much, but I'm pleased so far. I believe this hose is a very good quality and should last many years. The solid brass fittings are thick so they won't get dents that cause leaks. Because I haven't dragged it around the yard yet, I cannot say whether it really is a ""no-kink"" hose. I recommend this hose because o the quality.",1,UPDATE:  Kinks Easily & Difficult to Handle,1373500800,"07 11, 2013",Patio Garden
A15VFMU0WO8ED2,B00002N8K3,"Paul M. Frasca ""PMF""","[0, 0]",This hose is 100 feet and it makes it halfway around my house.  A high quality hose for the price.,5,Works great,1354060800,"11 28, 2012",Patio Garden
A2X06FP2PQ6EK0,B00002N8K3,"S. A. ROBBINS ""shirley_rw""","[161, 195]","I purchased 6 of these hoses with what was supposed to be a lifetime guarantee. After a short time, the end on one of the hoses started leaking so I contacted the manufacturer and got a replacement. A year later another hose started leaking and I got another replacement. Then another hose started leaking but the company would no longer honor the warranty! Now Gilmour is selling them. But it's the same hose - ""Flexogen"". The hose itself it actually quite good if you don't mind replacing the hose ends eventually, I've had to replace every end on every Flexogen hose that I have.Keep in mind that I bought hoses from Flexogen but that company no longer exists and Gilmour would not honor the warranty on those hoses even though Gilmour is now selling them. Also note that Flexogen is a patented hose. Lifetime warranty isn't much good when the company gets bought or taken over by another company and the new company (Gilmour) won't honor the warranty. And who wants to have to keep sending in hose parts to get a replacement every year or two.Let me reiterate, Gilmour would not honor the warranty on my Flexogen hoses. I wrote to them multiple times and was told (without explanation) that Gilmour would not replace the defective hoses. If you buy these hoses expecting a lifetime warranty, you may not get it.On the Gilmour website, there is no longer any information relating to Flexogen hose warranty or on how to have a Flexogen hose replaced.  On Amazon, it does say ""This heavy-duty garden hose is made in the USA and backed by a lifetime guarantee"". It also says Lifetime Guarantee on the front of the hose package. Gilmour is now owned by the Robert Bosch Corp., so probably even less chance of getting a warranty replacement.",1,Not As Good As It Looks!,1078099200,"03 1, 2004",Patio Garden
A1QRQT1FAQX5V3,B00002N8K3,The Wolf,"[0, 0]",Even my landscaper said the Gilmour Flexogen 10058100 8-Ply Hose 5/8-inch by 100-foot is the BEST! YOU JUST CAN'T KINK IT!,5,Even my landscaper said the Gilmour Flexogen 10058100 8-Ply Hose 5/8-inch by 100-foot is the BEST!,1398211200,"04 23, 2014",Patio Garden
A1AIWRWQBFLCJ2,B00002N8K3,TVM,"[0, 0]",BEEN USING NOW FOR 3 YEARS.  SLOWLY REPLACING ALL HOSES WITH THESE. KEEP THEM WRAPPED IN A WIND UP STORAGE CONTAINER AND IT LOOKS LIKE I SHOULD HAVE MANY YEARS OF QUALITY HOSES.,4,EXPENSIVE BUT GOOD,1369008000,"05 20, 2013",Patio Garden
A2UQE7O9HREPPV,B00002N8NR,Ed,"[0, 0]","I really like this sprinkler. It works great, the pattern of water covers the distance that they said it would. Others I have purchased did not do so well and some did not last very long. I think Rain bird is a good company that I can rely on for good quality. Kind of rare now days.",5,great product,1372291200,"06 27, 2013",Patio Garden
A2OD0F0NRA8YYV,B00002N8NR,Lawrence I. Gottlieb,"[12, 15]","For years I have purchased impulse sprinklers that work for a while, then plastic parts broke.Now that I have the Rain Bird I am certain that this well made sprinkler will outlast all the others.It is easy to adjust and gives good coverage.",5,Works like it did years ago.,1311811200,"07 28, 2011",Patio Garden
A13YN8BH9O1WH6,B00002N8NR,M. Chavez,"[5, 7]","I read all the positive reviews and was excited about it. Now im excited to replace it with a plastic rain bird sprinklerPros: Solid build, strong material construction, quick performer, very easy to adjust the spray pattern.Cons: It does not have a gasket on the bottom thread so youll need to add some plumber's tape to get a solid seal. It has some overspray that goes beyond the spray pattern which is disappointing if you wanna keep from wasting water. Expensive! At this price, I could have purchased two plastic Rain Bird sprinklers.Other: I recently tested three different impact sprinklers (on video) and so far the best seems to be the plastic rain bird, youll see my video review from youtube this one and the plastic one if you view the plastic one.",3,Not as happy as I thought I was going to be.,1367712000,"05 5, 2013",Patio Garden
AQBJQG8EQEEL6,B00002N8NR,Paul P,"[0, 0]","I've had 2 of these now for 3 years and they work really well.  The range is not quite 41 feet, but that's probably due to my water pressure. i'd say its closer to 30 at most.  another impact sprinkler i have goes a few feet further, but it's not the biggest deal.  The positives about this are that it's very solid- i've never had a problem with it not operating properly, and it seems to spray the area very effectively. Considering that they're going on 3 years now, i'd buy them all over again with no hesitation.",5,well built and well performing sprinkler,1374624000,"07 24, 2013",Patio Garden
A1KJL47ZCIK0JA,B00002N8NR,Pig,"[0, 0]","We have unfiltered irrigation water - and the sprinkler heads get clogged with weeds, etc.  This one seems to be more tolerant of that - and it really has a reach for distance.  Good weight also helps keep the sprinkler in place",5,seems to be holding up,1374019200,"07 17, 2013",Patio Garden
A3MWUPZ35A3T0S,B00002N8NR,statsman,"[0, 0]","These sprinkler heads are well made, very functional and easy to use; changing the settings is quite simple; highly recommended",5,High quality product,1374969600,"07 28, 2013",Patio Garden
A16Z9C8ESLGOPL,B00002N8NR,zennmaster,"[0, 0]","IMO, the gold standard in impact sprinklers.  Buy one (OK maybe four) and be done with it.Rain Bird has built this right for decades and it's a wonder why so many other companies cheapen this simple design.",5,This is how a sprinkler is suppose to work,1347321600,"09 11, 2012",Patio Garden
A2ZY49IDE6TY5I,B00004DTNH,"Crabigail Cassidy ""Crabby Abby""","[0, 0]","I used to use a really primitive manual edger that I inherited from my father. Blistered hands and time wasted, I decided there had to be a better way and this is surely it.Edging is one of those necessary evils if you want a great looking house. I don't edge every time I mow. Usually I do it every other time. The first time out after a long winter, edging usually takes a little longer. After that, edging is a snap because you are basically in maintanence mode.I also use this around my landscaping and flower beds with equally great results.The blade on the Edge Hog is easily replaceable and the tell tale sign to replace it is when the edge starts to look a little rough and the machine seems slower.",5,Big Timesaver,1335225600,"04 24, 2012",Patio Garden
A2NX6MFZP8TM6S,B00004DTNH,Deanokat,"[24, 25]","At the risk of sounding like an idiot...I am 45-years-old. I have been a homeowner for nearly 20 years. And I have NEVER had a power edger. I have edged my lawn for almost 20 years with an old-fashioned, manual edger. Finally, after too many blisters, a sore back, and just plain old laziness, I decided to treat myself to the Edge Hog. And boy...Am I glad I did! Right out of the box, I could tell this was a quality product. Assembly couldn't have been any easier. Just attach the top handle to the bottom handle. No tools required! And everything else is pre-assembled. I had used a power edger in the past. Like maybe 30 years ago when I borrowed one from a friend so I could get the lawn done quicker and go play ball or something. But for all practical purposes, this was my first time. And it was easy as pie. I had no problem getting the hang of using the Edge Hog. The edging was done fast and easy. What a difference, too! No more raggedy edge like I got from my manual edger. Instead I now get a nice clean ""professional"" edge. Finally! And my back is so much happier!! The price on this product is competitive with other retailers. I had a $25.00 gift certificate and am an Amazon Prime member. So for about $65.00 total, I am now the proud owner of this quality Black & Decker edger. I highly recommend this product. If I could give it 6 stars, I would!",5,Awesome edger!,1178323200,"05 5, 2007",Patio Garden
A1V3PCKVCJ3TTZ,B00004DTNH,Henry Wolford,"[0, 0]","I had a previous Edge-Hog for a little more than 8 years when the motor brushes finally wore out.  I could have bought the replacement parts and changed them out for $30, but then I decided to just get a new one.  There are a couple of changes between the older and the newer model.  The new unit is lighter and seems to have more power, though that may be because of the new brushes working better.  The one BIG change is the guard over the blade.  It is too soon to tell if this is an improvement or just a way to save money on their part.  It certainly is less safe.The older model had a &#34;swing open&#34; cover which protected the blade almost completey above the ground level.  Good part about that was not being able to get fingers or toess into the cutting area.  Bad part was having to stop for built up grass, or when the ground was wet, built up mud.  You'd have to stop and open the door to clean out the area.The newer model doesnot have a cover and most of the blade area is open.  There is something akin to a bicycle fender covering the blade for protection.  The first day I used it, the ground was wet and dirt built up in the shield, but not enough to really bog down the blade.  I unplugged the unit for safety sake, but unlike the older model, you needed a big screwdriver to pull out all the mud.  If you use it on dry ground, the newer model will have less build up of grass than the older one.I am hoping to get at least eight years out of this unit, like I did with my last one.",5,Had to replace my eight year old model,1402272000,"06 9, 2014",Patio Garden
AD9VPOFWTWNN3,B00004DTNH,"Jacqueline Morehead ""grandmother""","[1, 1]","The Black & Decker LE750 Edge Hog 2-1/4 HP Electric Landscape Edger is so easy to use and does a great job of edging my lawn. I purchased this edger because I became so tired of trying to edge my lawn with a string trimmer. The string trimmer did a choppy job, but the B&D edger makes a nice and neat edge on my lawn. Before this purchase I dreaded the job. The fact that this edger can also make trenches is a big plus. I am a female senior citizen and care for my lawn myself. Anything that makes that job easier (like this edger) deserves five stars. I highly recommend this product to anyone who needs an edger that is easy to use and does a good job.",5,Super Edger,1368662400,"05 16, 2013",Patio Garden
AX645IEO2KC14,B00004DTNH,Karl R. Schneider,"[1, 1]","It wouldn't be too difficult to design a wider cutting blade that would create a wider 'trench' (although the motor might need some beefing up to handle the additional load) and it would be great if it was easier to get more depth too (it's possible but requires a little backyard re-engineering).  It's worth what it costs, though...I'm basically satisfied.",4,"Good enough edger, not so great for trenching",1331856000,"03 16, 2012",Patio Garden
A6FIW5DREWU28,B00004DTNH,lance ramrod,"[0, 0]","dang this thing does some work, i just grab the handle and off i go, my lawn edges never looked so good.",5,hog,1388880000,"01 5, 2014",Patio Garden
A1RPTVW5VEOSI,B00004DTNH,Michael J. Edelman,"[73, 80]","This is the latest version of an edger B&amp;D has been making for at least 20 years, and there are plenty of the 20 year old models still in use. It's nearly silent, much easier to use than a gas model, and seems to  cut better with less stalling than my neighbor's 3.5HP gas model.",5,"Best value in an edger, gas or electric.",957398400,"05 4, 2000",Patio Garden
A4DVZ4SJ5NXZ3,B00004DTNH,M. Spalmacin,"[0, 0]","This edger does the job and more.  I give it my highest recommendation.I hadn't edged my lawn since last Fall when my gas-powered edger bit the dust.  We have St. Augustine grass here in Florida.  It propagates by spreading tough, vine-like runners.  I had these in spades creeping over my driveway and over onto the concrete rain channel gutter in front of our house.  This edger cut right through them, which I didn't expect, given the toughness of the grass.  But it never hesitated, except on some very stuborn growth.  I just backed up and hit it again and away the edger went, without even breathing hard.  Even the gas-powered edger wasn't this good.The secondary handle and the adjustable edge guide are quite helpful.  I never felt like this edger had taken control and gone where I didn't want it to go.  Its light weight, easy rolling wheels and great cutting power more than compensate for the 100-ft extension cord it's tethered to.  I think it took me as long to rewind the cord as it took to edge the grass (total edging is about 200-225 linear feet).  Also it has two large wheels in the back and one at the front, so it stays level and makes it easy to push in a straight line.  With the edge guide that rides against the driveway or walkway there was very little of the sparking caused by the blade hitting the concrete.This is about as easy as it gets.  No more gas and oil mix, no more new spark plugs, no more 15-20 pulls to get the engine to start, and it's relatively quiet when running.  Just press the trigger and go.  Love it, love it, love it.",5,Cuts Florida St. Augustine Grass Like Butter,1308873600,"06 24, 2011",Patio Garden
A1HLJJ6MKZLR3Z,B00004DTNH,Rebekah,"[1, 1]","I love this edger!  I have been using it for almost 2 years, and it is still going strong.  It has plenty of power, yet is easy to maneuver.I get a beautiful, straight edge along my sidewalk from using this tool.  It is so easy to guide in a straight line.  I also use it to keep a trench space between my grass and my landscaped areas, which has worked much better than a trimmer.We had a gas powered edger before this one, but it was too heavy for me.  I actually enjoy yard work, but rarely did it because the tools we had were difficult for me to manage.  Now that I have this electric edger, which is significantly lighter without the gas tank, as well as a manual mower, I do most of the yard work, and love it!",5,"Easy to operate, does an A+ job",1369094400,"05 21, 2013",Patio Garden
A3Q15U42UMI6NP,B00004DTNH,Super User,"[0, 0]",I've purchased a lot of B&D product and edger is one of the best! The trench feature is a great addition and it works great.  I can edge my small yard in minutes and I don't have to worry about mixing fuel or having to winterize my equipment.,5,For small yards,1370304000,"06 4, 2013",Patio Garden
A20CQ20J30DJZT,B00004DTNH,Warren Holzem,"[12, 14]","If you need an edger, and don't want the trouble of maintaining a gas-powered edger, this is the electric edger for you. It's more powerful than most, and sturdy as all heck. But it's also pretty light, too. Very easy to move around the yard.This tool is as indespensible as my lawn mower. If you're edging your lawn with a string trimmer, or not edging your lawn at all, you'll love the results you can get so easily with this edger.",5,More than an Edger,1024790400,"06 23, 2002",Patio Garden
A20EEWWSFMZ1PN,B00004R9TK,"bernie ""xyzzy""","[0, 0]",So what did you want to know? I started my trimming carrier with the Black & Decker Automatic Feed Spool (AFS). It is just plug and go. I prefer my trimmer string to come from Black & Decker. This way I will not come unraveled trying to use some cheap substitute. The spools last longer than expected. But all good things come to an end and you don't want to be half way through the yard when you find your self strung out.,5,Don't find yourself strung out.,988156800,"04 25, 2001",Patio Garden
A3OXHLG6DIBRW8,B00004R9TK,"C. Hill ""CFH""","[0, 0]",This &#34;Black & Decker AF-100 String Trimmer Replacement Spool&#34; is exactly what I needed for my Black & Decker cordless weed trimmer. This is east to install and it works as well as the original spool that came preinstalled on my trimmer.Works as expected!Highly Recommended!CFH,5,Perfect Replacement - Highly Recommended,1404000000,"06 29, 2014",Patio Garden
A3EXWV8FNSSFL6,B00004R9TK,Daniel G. Lebryk,"[0, 0]","If you have a Black and Decker string trimmer that uses auto-feed string, this is the spool to buy. The string works well. The spool snaps in easily and you don't have to mess with rolling a spool with bulk string.",5,It Works,1399852800,"05 12, 2014",Patio Garden
